manifest_idx,orig_filename,left_iris_h,right_iris_h,iris_h_agreement,head_yaw,head_pitch,z_tilt,z_nose_rel
128,0050_2m_30P_-10V_-15H.jpg,0.5937883387456508,0.3795791982696628,0.21420914047598805,0.2625858152118724,0.3448758649703335,0.04638363607227802,-0.15057450532913208
132,0050_2m_0P_-10V_-15H.jpg,0.4900878596621902,0.4347184673607302,0.055369392301459985,0.00356772270855546,0.34219734122893175,0.035879782401025295,-0.17247364670038223
136,0050_2m_30P_0V_15H.jpg,0.42207173831395345,0.474524940077026,-0.052453201763072554,0.24636930740776114,0.35379141878679893,0.04891076311469078,-0.1521398313343525
140,0050_2m_0P_0V_-15H.jpg,0.4830028846215576,0.43014484979760564,0.05285803482395196,0.008385418519525756,0.3651089639910693,0.0415278784930706,-0.16819209605455399
144,0050_2m_30P_0V_5H.jpg,0.4564697424685464,0.45715578756132175,-0.000686045092775367,0.25509268546948105,0.35178337679971716,0.04292677342891693,-0.15243102610111237
148,0050_2m_-30P_-10V_10H.jpg,0.40434800630323425,0.6085710706167575,-0.20422306431352327,-0.2711549966431954,0.3704380965029529,-0.05539062060415745,-0.19517414085566998
156,0050_2m_-30P_10V_-5H.jpg,0.45356153420343537,0.5354991254635062,-0.08193759126007083,-0.2704994124559342,0.4130475410655799,-0.04449904523789883,-0.19085144996643066
160,0050_2m_30P_10V_5H.jpg,0.47899331794381417,0.45312954590214105,0.025863772041673116,0.24469312109508382,0.36779114200719537,0.06675061210989952,-0.13886958360671997
164,0050_2m_-15P_10V_-5H.jpg,0.4655112586396502,0.46113961203503856,0.004371646604611645,-0.13481130166819116,0.38242126214445515,0.02628493681550026,-0.16708341427147388
168,0050_2m_0P_0V_10H.jpg,0.43337051065514737,0.4956411644121198,-0.06227065375697244,-0.015299989042983861,0.3545782753835123,0.025263892486691475,-0.17982247844338417
172,0050_2m_0P_10V_10H.jpg,0.4265995235668175,0.484488285745179,-0.057888762178361475,-0.015131439514838448,0.3575898882580778,0.05671882443130016,-0.16774264723062515
176,0050_2m_-15P_-10V_15H.jpg,0.3688575065611671,0.5436925926751138,-0.1748350861139467,-0.12489253439390888,0.3762803457224623,0.07396672293543816,-0.13169637322425842
180,0050_2m_0P_-10V_5H.jpg,0.4476388642558911,0.46707810322367355,-0.019439238967782435,-0.018082837944507314,0.3430298202019322,0.01684575155377388,-0.18452953547239304
184,0050_2m_-15P_10V_5H.jpg,0.4292902725797996,0.512641737872518,-0.08335146529271836,-0.14572765956394484,0.3794725076318868,0.02215442294254899,-0.16599569842219353
188,0050_2m_0P_10V_0H.jpg,0.4429616287899205,0.44840558961853993,-0.005443960828619421,-0.008843257467944428,0.36550239916944477,0.04825550504028797,-0.16931622475385666
192,0050_2m_30P_-10V_15H.jpg,0.4288148233893228,0.4838972078943591,-0.055082384505036275,0.247257497199338,0.341793633306625,0.04998895153403282,-0.14684996753931046
200,0050_2m_0P_-10V_15H.jpg,0.41606336429782215,0.5240457236471309,-0.10798235934930872,-0.02411546933680456,0.33915517282827223,0.005391193088144064,-0.19334547850303352
204,0050_2m_-15P_0V_15H.jpg,0.40409253747897494,0.5448220261683909,-0.14072948868941598,-0.15238799523717303,0.35873660440229616,0.006729701184667647,-0.17454762570559978
208,0050_2m_-30P_-10V_-5H.jpg,0.4637827529278881,0.5556306242176484,-0.0918478712897603,-0.27255561638752135,0.3742097459635388,-0.051673224195837975,-0.19374538585543633
212,0050_2m_-30P_-10V_5H.jpg,0.42756036546541876,0.5640718269963099,-0.1365114615308911,-0.2715168621988482,0.3764402871658099,-0.05550987273454666,-0.19792200811207294
216,0050_2m_30P_0V_-10H.jpg,0.5574920591129701,0.4059229844434785,0.15156907466949154,0.27619455588977015,0.35011545232681585,0.0387039128690958,-0.15481456741690636
220,0050_2m_15P_10V_5H.jpg,0.43690406848114544,0.4934854969235436,-0.05658142844239816,0.11115366427073152,0.369814377661315,0.08200259134173393,-0.14187266677618027
224,0050_2m_-30P_10V_10H.jpg,0.40809069824612154,0.5882444181616729,-0.1801537199155514,-0.2861819849283717,0.3864879607305514,-0.057141052559018135,-0.20216847956180573
228,0050_2m_15P_10V_-10H.jpg,0.48793068919676197,0.45180787293422775,0.03612281626253422,0.10732333174968152,0.367532729342432,0.06565359607338905,-0.15219970047473907
232,0050_2m_15P_-10V_-5H.jpg,0.4720978061942787,0.4727855010461001,-0.0006876948518214077,0.10369561701257517,0.3435950275647773,0.050851158797740936,-0.1600531656295061
236,0050_2m_15P_10V_15H.jpg,0.4174611286575162,0.5362089678331657,-0.11874783917564952,0.10389891010245152,0.3631204165317709,0.08427440747618675,-0.14076841995120049
240,0050_2m_-15P_0V_-15H.jpg,0.48131177225456734,0.4261749684595478,0.05513680379501956,-0.13016241634407283,0.36897855345648006,0.01759905111975968,-0.1649560471996665
244,0050_2m_-30P_10V_-10H.jpg,0.4930532195577516,0.5020730334032546,-0.009019813845502989,-0.26730250540397343,0.4069852269706643,-0.04541371576488018,-0.1925218552350998
248,0050_2m_15P_0V_15H.jpg,0.4003833032136366,0.5382884607131484,-0.13790515749951182,0.08816054960785785,0.3466812129999476,0.055138226598501205,-0.15967855602502823
252,0050_2m_15P_-10V_0H.jpg,0.4583063867537676,0.4759274890418173,-0.017621102288049695,0.09903341161122868,0.33733469986047493,0.03372165374457836,-0.16805607452988625
256,0050_2m_-30P_0V_-15H.jpg,0.5321697102929399,0.4755801663276851,0.056589543965254785,-0.25470198744418665,0.3904749916401541,-0.05569649115204811,-0.19610585272312164
260,0050_2m_-15P_10V_-15H.jpg,0.5093815600041974,0.4270476625181165,0.08233389748608094,-0.12708889766331116,0.3781395247317628,0.028811980970203876,-0.16532806493341923
268,0050_2m_30P_-10V_0H.jpg,0.48113544911746414,0.42874873662638047,0.052386712491083676,0.2521202757802654,0.3559688042108385,0.05310233309864998,-0.14465153217315674
272,0050_2m_30P_10V_15H.jpg,0.41314854403171125,0.49529581303958153,-0.08214726900787028,0.23852415944753735,0.3675847900319764,0.0678428765386343,-0.13845420628786087
276,0050_2m_-30P_0V_15H.jpg,0.41628774654501144,0.5846938961558912,-0.16840614961087974,-0.2662131214919897,0.37840218745974463,-0.05035913363099098,-0.1951118651777506
280,0050_2m_0P_10V_-15H.jpg,0.4806434679942588,0.4295120589278667,0.051131409066392075,0.008738096187242358,0.3680606065689715,0.02559356763958931,-0.17740030027925968
284,0050_2m_0P_0V_-5H.jpg,0.44909755399570295,0.44958577506688674,-0.000488221071183792,0.004123697041993756,0.3635617956356642,0.037818364799022675,-0.1718891803175211
288,0050_2m_-15P_10V_10H.jpg,0.41638957538760013,0.5414777458545301,-0.12508817046693,-0.15172446140152698,0.3784128995430504,0.02328476309776306,-0.16527879424393177
292,0050_2m_0P_10V_-5H.jpg,0.44377636964715717,0.4418290272992313,0.0019473423479258734,-0.007200254816383529,0.36702889057323806,0.06835338845849037,-0.15779215469956398
296,0050_2m_-30P_-10V_-10H.jpg,0.47272256490031767,0.48955156407708245,-0.01682899917676478,-0.26040071740935034,0.3722763415944714,-0.07299172133207321,-0.20714160799980164
300,0050_2m_-15P_-10V_5H.jpg,0.4241266565786791,0.49545254837678626,-0.07132589179810717,-0.1299822474761267,0.3729647784420789,0.07579522207379341,-0.13610829785466194
304,0050_2m_-15P_-10V_-15H.jpg,0.5209200505073912,0.42688760020046623,0.09403245030692498,-0.143085153210938,0.365251091294566,0.0261367280036211,-0.16109367087483406
308,0050_2m_15P_0V_5H.jpg,0.4482898017946095,0.49506381084061096,-0.046774009046001486,0.0973867080668275,0.3667804345430252,0.05489610880613327,-0.1579650193452835
312,0050_2m_-30P_10V_5H.jpg,0.428598914913365,0.5709028133466806,-0.1423038984333156,-0.2722332375389845,0.4093534062462276,-0.024236230179667473,-0.1833025300875306
316,0050_2m_15P_0V_-10H.jpg,0.5085088637204309,0.4673572033175284,0.041151660402902523,0.10305164832218817,0.3535271941114438,0.05821768939495087,-0.15875515714287758
320,0050_2m_30P_10V_-15H.jpg,0.5763169199199268,0.40673851691615825,0.16957840300376859,0.2714289515438984,0.3520192026260768,0.04900847375392914,-0.14870114624500275
324,0050_2m_0P_0V_15H.jpg,0.4109055091931716,0.5205932401275182,-0.10968773093434658,-0.019535260599539583,0.3513799319133268,0.03497064299881458,-0.1719746869057417
328,0050_2m_0P_10V_15H.jpg,0.4117403681965797,0.5345814702238487,-0.122841102027269,-0.026777128618241924,0.35627091251040893,0.0340956375002861,-0.1738212388008833
332,0050_2m_-15P_-10V_10H.jpg,0.3931986778468025,0.5220083703279803,-0.1288096924811778,-0.13323160180157217,0.37353354060787847,0.07964440807700157,-0.13182272762060165
336,0050_2m_0P_-10V_0H.jpg,0.46288847157918495,0.4523157624397088,0.010572709139476166,-0.01740573591866579,0.33881066062174164,0.017041791696101427,-0.1844680542126298
340,0050_2m_-15P_10V_0H.jpg,0.43800424109863956,0.4708327237831658,-0.03282848268452626,-0.1367724179170685,0.3765527357854116,0.023868164513260126,-0.16674049943685532
344,0050_2m_0P_10V_5H.jpg,0.42966217922794636,0.46827351463606987,-0.038611335408123504,-0.013651347199091394,0.3629613453745574,0.035762094892561436,-0.17509052157402039
348,0050_2m_30P_-10V_10H.jpg,0.443833253013131,0.45493625498856816,-0.011103001975437177,0.24938105219656648,0.34761839564769526,0.05470416322350502,-0.1416168361902237
352,0050_2m_0P_0V_5H.jpg,0.4340284934964119,0.4655265342852541,-0.03149804078884216,-0.012621912493322557,0.3613996276928803,0.031239153817296028,-0.17555252648890018
356,0050_2m_0P_-10V_10H.jpg,0.4268414186371659,0.490352033427088,-0.06351061478992209,-0.011442531039230359,0.3437647654603984,0.008246587123721838,-0.1872170832939446
360,0050_2m_-30P_0V_-5H.jpg,0.47182274380096884,0.5200411864813005,-0.04821844268033165,-0.2563097877475188,0.38595748225787246,-0.04675351828336716,-0.1919205468147993
364,0050_2m_30P_10V_-5H.jpg,0.5201858217775347,0.4113620071308083,0.10882381464672641,0.25780571636778515,0.3619336587639162,0.05435311794281006,-0.1433662697672844
368,0050_2m_-15P_0V_10H.jpg,0.4305962475681439,0.5162427458356028,-0.0856464982674589,-0.145327310236414,0.36835111288413785,0.003943236079066992,-0.1757389735430479
372,0050_2m_15P_-10V_15H.jpg,0.41352808133867036,0.5437709425789221,-0.13024286124025175,0.0897591544838977,0.343329947678231,0.049689238891005516,-0.15891908295452595
376,0050_2m_15P_-10V_-15H.jpg,0.5222623037831676,0.4260223203601784,0.09623998342298923,0.10901862885281383,0.34021407732614517,0.03145453054457903,-0.1730630248785019
380,0050_2m_15P_10V_-5H.jpg,0.47766597983739023,0.457939386917207,0.01972659292018325,0.11478128075474259,0.36814275291003495,0.0804656371474266,-0.14442194625735283
384,0050_2m_15P_0V_-5H.jpg,0.4867813503544624,0.46697853333178346,0.019802817022678942,0.10120459725358803,0.3536879677851261,0.05569845624268055,-0.1596796028316021
388,0050_2m_30P_-10V_-10H.jpg,0.5656262703495557,0.39646999307451053,0.16915627727504517,0.2534730800705937,0.3526985902079547,0.04284134693443775,-0.15115521848201752
392,0050_2m_0P_-10V_-10H.jpg,0.484734819714114,0.440730848934253,0.04400397077986096,-0.0040948106116994515,0.34767026294728687,0.024189547635614872,-0.1796492962166667
396,0050_2m_30P_0V_10H.jpg,0.44437634258430714,0.46481828392889984,-0.020441941344592707,0.2529143234084307,0.35321373140721757,0.05314049497246742,-0.14672495797276497
400,0050_2m_0P_0V_-10H.jpg,0.46094163280358,0.4398472206494733,0.021094412154106734,-0.0025413538815038422,0.35714125716206013,0.05647019483149052,-0.16463238932192326
408,0050_2m_-30P_-10V_15H.jpg,0.400269178452977,0.5919509622688945,-0.19168178381591755,-0.2707940346160584,0.3741160723802762,-0.051132356747984886,-0.19205575622618198
412,0050_2m_-30P_0V_5H.jpg,0.41412947687023144,0.5790074449800945,-0.16487796810986305,-0.2668795916413591,0.39096897741153325,-0.056921301409602165,-0.1985249612480402
416,0050_2m_30P_10V_0H.jpg,0.4833566668598406,0.4373840617152644,0.045972605144576184,0.24106241883306345,0.3807009919114933,0.061433104798197746,-0.1399463452398777
420,0003_2m_0P_0V_15H.jpg,0.4136476449868395,0.5098172951447157,-0.09616965015787626,-0.00726953910917972,0.3155306225360478,-0.0745074674487114,-0.24112383648753166
424,0003_2m_-30P_10V_0H.jpg,0.3865390554228224,0.6114533453838309,-0.22491428996100848,-0.27850804293600895,0.25237651290709084,-0.23472125083208084,-0.29791209846735
428,0003_2m_15P_0V_-15H.jpg,0.591654786834847,0.39441866668245273,0.19723612015239422,0.11089797713978469,0.21007972953268086,-0.31953489780426025,-0.3532969802618027
432,0003_2m_-30P_10V_-15H.jpg,0.44729035512751225,0.5044428971930238,-0.05715254206551157,-0.29433260893955554,0.2694934116814391,-0.22502390295267105,-0.2962339147925377
436,0003_2m_15P_10V_0H.jpg,0.5613794746199194,0.43048970264275616,0.13088977197716328,0.15775021029947062,0.2617478985174262,-0.21136680245399475,-0.29243195056915283
440,0003_2m_-15P_10V_15H.jpg,0.35778971332445914,0.6521417180101277,-0.2943520046856685,-0.1540861291526257,0.3057743490834688,-0.11278907209634781,-0.2591545842587948
444,0003_2m_30P_10V_-10H.jpg,0.6584537104875516,0.3417602989610882,0.3166934115264634,0.2813976195798763,0.243054235364933,-0.2396584376692772,-0.3086426332592964
448,0003_2m_-15P_-10V_0H.jpg,0.4101678409587984,0.5267440793412049,-0.11657623838240655,-0.14218298813064412,0.27742909514812925,-0.19340942054986954,-0.29820773005485535
452,0003_2m_0P_10V_-10H.jpg,0.5234409235515151,0.43058217969186197,0.09285874385965309,0.00592506992321469,0.33835712823754843,-0.05184763856232166,-0.23127377778291702
456,0003_2m_0P_0V_5H.jpg,0.46889960040077805,0.46193362639577457,0.0069659740050034835,0.0006454545849083626,0.329730512674736,-0.04164318926632404,-0.2221772726625204
460,0003_2m_-15P_0V_-5H.jpg,0.43163378673218533,0.4864506387846132,-0.05481685205242787,-0.15529615629885812,0.26192180245407787,-0.204033263027668,-0.3077906519174576
464,0003_2m_0P_-10V_-5H.jpg,0.489530590663316,0.45349412213225887,0.03603646853105713,-0.009792334684881158,0.30734587569279015,-0.06121351011097431,-0.237465662881732
468,0003_2m_0P_10V_5H.jpg,0.47138399653798474,0.48293512785109377,-0.011551131313109031,0.010262783154914634,0.3376495032669684,-0.036994267255067825,-0.221139969304204
472,0003_2m_-30P_0V_10H.jpg,0.32699743038480145,0.6781103048618492,-0.35111287447704775,-0.28989959741983634,0.2517143524016303,-0.21763911843299866,-0.303167387843132
476,0003_2m_30P_10V_10H.jpg,0.545204280188316,0.4278011991953635,0.11740308099295249,0.2811587224336989,0.27315881594880154,-0.14643236249685287,-0.25981320440769196
480,0003_2m_30P_-10V_-5H.jpg,0.609004440436882,0.3554615743537125,0.25354286608316945,0.23763963047343714,0.19295712779055815,-0.27747273445129395,-0.3275265693664551
484,0003_2m_15P_0V_10H.jpg,0.4778344801791271,0.4684917576215301,0.009342722557596994,0.12230821135631556,0.24043752029363039,-0.25121844559907913,-0.320196732878685
488,0003_2m_30P_0V_-5H.jpg,0.612171100442207,0.3585649480775123,0.2536061523646947,0.25214827720794003,0.18838811701336936,-0.3060893565416336,-0.344258114695549
492,0003_2m_-30P_0V_-10H.jpg,0.4266095958310465,0.5390272689321922,-0.1124176731011457,-0.2784569797627841,0.2311606757942602,-0.25125741958618164,-0.3169177770614624
496,0003_2m_30P_-10V_5H.jpg,0.5719655526467036,0.4129373819839515,0.15902817066275204,0.23393275562284938,0.20959771515085465,-0.24544275552034378,-0.31193195283412933
500,0003_2m_15P_-10V_5H.jpg,0.4837060129742961,0.4636902447687051,0.020015768205591034,0.09878340535438283,0.24454212272245876,-0.24203988164663315,-0.3152557238936424
504,0003_2m_-15P_0V_5H.jpg,0.40036546801023754,0.5605972155244958,-0.16023174751425828,-0.14869434539833842,0.28045484723975833,-0.19508946686983109,-0.29793746769428253
508,0003_2m_15P_10V_10H.jpg,0.5128960101674463,0.4624832736574428,0.05041273651000355,0.16267060347083953,0.27134747442354173,-0.20769275724887848,-0.29166967421770096
512,0003_2m_-15P_-10V_-5H.jpg,0.4390226471520759,0.5063184244011745,-0.06729577724909858,-0.15001565460977656,0.2695390356195116,-0.20488660782575607,-0.30605198442935944
520,0003_2m_-30P_-10V_0H.jpg,0.38750867333894595,0.5863649984592161,-0.19885632512027013,-0.23816135255960935,0.2651603843692345,-0.20187299698591232,-0.2897152751684189
524,0003_2m_-15P_0V_-10H.jpg,0.45860576563906996,0.4628362044961685,-0.004230438857098562,-0.1509118721458874,0.2721520626224317,-0.20756149291992188,-0.3070625960826874
528,0003_2m_-15P_10V_-10H.jpg,0.4836269480925754,0.455238359028152,0.028388589064423375,-0.1459056020955976,0.2950574376198461,-0.18982622772455215,-0.2950647547841072
532,0003_2m_15P_10V_-15H.jpg,0.6730848347842243,0.38160283395447514,0.2914820008297492,0.14853412527080107,0.2523698914055482,-0.23448224365711212,-0.3100125640630722
536,0003_2m_30P_0V_-15H.jpg,0.6749280805458561,0.3281466511799032,0.34678142936595285,0.26898778992093814,0.19723596018792983,-0.27213312685489655,-0.32502247393131256
540,0003_2m_-30P_10V_15H.jpg,0.30543304323650017,0.6870206332113659,-0.3815875899748657,-0.3098417745928263,0.25843012741683064,-0.2603984475135803,-0.31399042904376984
544,0003_2m_0P_-10V_5H.jpg,0.4569874657869284,0.4660060774223183,-0.009018611635389917,-0.003624160260825324,0.3138403757930149,-0.07643730938434601,-0.24233752489089966
548,0003_2m_0P_10V_10H.jpg,0.45107220949810745,0.4922809071491002,-0.041208697650992776,0.009729165244619826,0.34232605299097435,-0.03581249713897705,-0.22150452993810177
552,0003_2m_-30P_10V_-5H.jpg,0.4029125529918814,0.5305967378262109,-0.12768418483432947,-0.27932896860573125,0.281588505834163,-0.20776475220918655,-0.2873263508081436
556,0003_2m_-30P_-10V_-10H.jpg,0.423574734435197,0.515529114495081,-0.09195438005988399,-0.23985407082661442,0.2280889987942491,-0.24417436867952347,-0.31354761123657227
560,0003_2m_15P_-10V_10H.jpg,0.48536984781430376,0.4637329197813005,0.021636928033003267,0.10342433438458573,0.24032741511090128,-0.23927473276853561,-0.31456345319747925
564,0003_2m_-15P_-10V_15H.jpg,0.3606391062405384,0.6207575632294137,-0.26011845698887526,-0.1508827138898607,0.26890346566267403,-0.19191058725118637,-0.30167436599731445
568,0003_2m_0P_-10V_-15H.jpg,0.5402776646904207,0.424714991819218,0.1155626728712027,-0.0022696073030989998,0.320962743438344,-0.05466359853744507,-0.23000149615108967
572,0003_2m_-15P_-10V_-15H.jpg,0.48080434170153025,0.4485945769660495,0.03220976473548076,-0.14309204509077605,0.2662091279096355,-0.20360493659973145,-0.3064771518111229
576,0003_2m_0P_0V_-15H.jpg,0.5521985226007678,0.4145690656183156,0.13762945698245227,0.002730242707104646,0.3235627978998423,-0.0768376961350441,-0.24257252737879753
580,0003_2m_0P_-10V_15H.jpg,0.4125791151504511,0.5121403661598795,-0.09956125100942836,-0.0017753101325409,0.31578215305559476,-0.06846609339118004,-0.2395714856684208
584,0003_2m_-15P_0V_15H.jpg,0.37609604599472257,0.6258337630685958,-0.24973771707387327,-0.1414418496465451,0.2813428760951595,-0.1921977773308754,-0.29367149621248245
588,0003_2m_30P_0V_15H.jpg,0.5358860350045632,0.4357197099526619,0.10016632505190132,0.2701978578061326,0.2730994887794971,-0.1623132824897766,-0.2638833373785019
592,0003_2m_30P_-10V_15H.jpg,0.5430644388394359,0.4598851719881787,0.0831792668512572,0.229624000528646,0.1750665599076357,-0.31436899304389954,-0.34657955169677734
596,0003_2m_-30P_-10V_10H.jpg,0.3501076311479048,0.6770055179982792,-0.32689788685037446,-0.2252762102770956,0.2585280328494404,-0.20683745294809341,-0.29561779648065567
600,0003_2m_-15P_10V_5H.jpg,0.40262179386058555,0.5787527032710076,-0.17613090941042203,-0.17132625578208036,0.3001085298722539,-0.1727680265903473,-0.2815312221646309
604,0003_2m_0P_0V_-5H.jpg,0.5054379396384275,0.4422183779227013,0.06321956171572624,-0.014895332148557046,0.31049847756928406,-0.060072654858231544,-0.23623486794531345
608,0003_2m_30P_10V_5H.jpg,0.5969276579019519,0.4184777036519262,0.1784499542500257,0.2824247204624703,0.2695683522056564,-0.1621944084763527,-0.268380843102932
616,0003_2m_-15P_10V_-5H.jpg,0.45207090914754783,0.4752548469416532,-0.02318393779410538,-0.15203964189513075,0.30016038709249715,-0.17601409554481506,-0.2856413275003433
620,0003_2m_30P_-10V_-15H.jpg,0.6930436992705964,0.31633753897889916,0.37670616029169723,0.2859954767944856,0.21283175226737067,-0.23194706439971924,-0.30437223613262177
624,0003_2m_15P_-10V_-10H.jpg,0.5536496940027843,0.4182097896742667,0.1354399043285176,0.10029152069177318,0.22890092115898714,-0.2668422907590866,-0.32715974748134613
628,0003_2m_15P_0V_5H.jpg,0.48948854806427927,0.4664874737953549,0.023001074268924393,0.11973824775766442,0.22900642873810298,-0.24956228584051132,-0.31721435487270355
632,0003_2m_15P_-10V_0H.jpg,0.5216212136919256,0.4525177962796028,0.06910341741232279,0.09676358109552549,0.23123009422216748,-0.25260958075523376,-0.3213784396648407
640,0003_2m_15P_-10V_-5H.jpg,0.5430585029824263,0.4420758999008206,0.10098260308160573,0.1023120316457768,0.22660883300930057,-0.25998541712760925,-0.32433614134788513
644,0003_2m_15P_10V_15H.jpg,0.48065940923322265,0.46841206287999604,0.012247346353226607,0.1718205527577335,0.279241326422587,-0.19643573462963104,-0.2873557209968567
648,0003_2m_-30P_-10V_5H.jpg,0.3672468935179896,0.6069385092222258,-0.2396916157042362,-0.23045328078502206,0.263783540786096,-0.1934739053249359,-0.2898988649249077
652,0003_2m_30P_0V_5H.jpg,0.5806411475270062,0.40372235330361,0.17691879422339624,0.2617867708572507,0.2285293225371926,-0.22581100463867188,-0.3016121983528137
656,0003_2m_-15P_0V_-15H.jpg,0.48099378340844795,0.44693152495834243,0.03406225845010552,-0.14873537492448055,0.27146359683918914,-0.2157541662454605,-0.3133946433663368
660,0003_2m_-15P_10V_-15H.jpg,0.5287426881284765,0.4452852718485657,0.08345741627991077,-0.14937026088207872,0.29524306439403797,-0.18254557251930237,-0.2922343760728836
